"z","y","x","ch"
4,1836,1366,3
6,1434,778,3
23,582,874,3
8,1424,1094,3
18,510,606,3
14,1492,1088,3
16,972,868,3
18,498,586,3
11,1004,1394,3
17,1260,1004,3
16,400,1112,3
22,370,876,3
20,252,718,3
15,752,1080,3
7,1512,956,3
9,1386,754,3
11,1546,1034,3
13,1458,1056,3
18,496,1126,3
18,584,598,3
10,1542,1080,3
15,734,232,3
11,1340,1124,3
19,498,926,3
17,924,910,3
16,728,450,3
16,544,1122,3
7,1672,1246,3
15,488,662,3
6,1624,206,3
14,1032,970,3
12,1530,998,3
15,496,598,3
14,1832,230,3
21,550,760,3
13,1410,864,3
5,1544,1012,3
5,1826,434,3
10,1194,1024,3
17,562,740,3
8,1586,360,3
10,1368,972,3
5,1534,744,3
15,558,666,3
15,838,1162,3
15,538,738,3
5,1538,1144,3
12,1458,920,3
10,1008,908,3
20,1130,976,3
7,1930,66,3
20,538,738,3
6,1606,804,3
11,1726,240,3
21,318,1202,3
14,908,896,3
15,964,990,3
9,1500,798,3
14,674,486,3
17,530,1002,3
16,1042,850,3
14,898,962,3
14,1300,890,3
10,1618,1150,3
12,1244,16,3
17,522,854,3
16,434,934,3
10,1186,862,3
19,1194,1044,3
14,1208,934,3
9,1748,294,3
8,1518,920,3
10,1326,1212,3
10,1444,1032,3
10,1314,1200,3
7,1460,924,3
15,616,866,3
17,316,1086,3
17,1214,976,3
13,896,1354,3
11,1378,1186,3
13,640,838,3
15,696,948,3
6,1532,1000,3
12,1254,1168,3
11,1384,860,3
20,558,650,3
17,312,1232,3
8,1488,1162,3
3,2022,960,3
18,600,582,3
5,1392,858,3
11,1242,788,3
6,1584,1342,3
9,1596,1078,3
3,1998,614,3
21,482,658,3
12,1002,930,3
6,1488,1174,3
23,394,1112,3
4,1822,342,3
9,1970,320,3
9,1248,1110,3
14,876,886,3
17,210,764,3
15,846,920,3
11,968,842,3
17,1274,1086,3
15,1446,1036,3
7,1552,996,3
15,928,876,3
4,1864,60,3
11,1454,1132,3
11,1314,782,3
13,1306,1196,3
9,1092,1240,3
14,1418,908,3
9,1356,1218,3
15,1358,1086,3
17,1192,824,3
10,1426,1092,3
11,1274,898,3
12,1408,1098,3
3,1558,1002,3
3,1608,208,3
21,330,1068,3
16,732,202,3
8,1386,1134,3
15,316,1088,3
8,1428,836,3
6,1402,1226,3
15,716,372,3
10,1724,260,3
17,942,914,3
12,982,922,3
6,1448,1062,3
12,1316,764,3
15,1024,856,3
8,1434,1138,3
14,500,588,3
7,1560,1024,3
15,550,648,3
11,1832,230,3
9,1528,854,3
8,1720,456,3
13,1400,872,3
10,1582,906,3
13,864,1174,3
5,1586,792,3
13,956,1000,3
14,708,386,3
6,1932,442,3
11,856,1176,3
10,1792,220,3
11,1180,962,3
21,532,1036,3
20,528,1002,3
15,970,870,3
15,1180,944,3
22,474,1042,3
12,840,1162,3
6,1452,1038,3
16,650,552,3
13,754,1080,3
12,1062,874,3
14,648,322,3
14,622,1118,3
18,374,802,3
11,1512,952,3
18,406,1064,3
10,1236,1146,3
12,1094,770,3
11,1580,1046,3
19,602,496,3
16,570,944,3
13,1494,1090,3
6,1536,850,3
11,1522,880,3
8,1506,830,3
22,242,706,3
4,1542,916,3
6,1754,1146,3
13,794,952,3
17,852,1150,3
15,680,1048,3
14,610,590,3
8,1330,770,3
9,1512,746,3
19,1280,846,3
5,1866,404,3
12,1288,1104,3
11,920,896,3
18,972,880,3
11,852,1154,3
7,1892,488,3
20,1096,956,3
10,1592,156,3
8,1380,1186,3
7,1254,774,3
17,1286,860,3
6,1740,286,3
18,504,684,3
5,1542,1008,3
11,966,842,3
16,336,1102,3
12,1394,1094,3
13,688,1102,3
7,1476,994,3
20,154,1006,3
13,1152,896,3
10,1768,394,3
7,1832,30,3
12,1154,774,3
7,1600,1174,3
9,1278,1094,3
10,1458,800,3
13,1356,862,3
12,1082,846,3
6,2006,658,3
14,900,992,3
12,1262,1152,3
14,1252,1012,3
12,1278,1002,3
8,1536,1222,3
9,1882,438,3
17,502,738,3
10,1458,60,3
15,612,590,3
9,1618,1096,3
11,1234,1022,3
16,1180,892,3
8,1498,1228,3
13,1324,1000,3
13,838,902,3
13,1106,898,3
15,334,1108,3
14,670,456,3
13,816,1102,3
12,1348,1116,3
20,464,1130,3
15,1346,872,3
15,1212,1074,3
14,1774,358,3
10,1386,1116,3
11,1256,764,3
14,938,810,3
14,620,1082,3
23,446,784,3
13,1344,760,3
10,1728,184,3
15,1324,1096,3
13,1490,908,3
17,1232,914,3
14,1702,270,3
17,1268,882,3
14,620,580,3
9,1568,384,3
12,798,1088,3
9,1656,464,3
21,344,1080,3
13,656,1140,3
12,1460,838,3
13,2036,726,3
16,1278,1016,3
14,1248,1084,3
10,1276,1178,3
18,416,1002,3
9,1374,1292,3
6,1372,686,3
15,798,138,3
11,1240,26,3
15,732,466,3
11,1714,390,3
10,1418,910,3
14,588,600,3
14,846,1034,3
8,1334,770,3
17,1038,924,3
10,1402,876,3
20,494,626,3
12,1258,1158,3
9,1364,850,3
4,1742,1234,3
20,290,1006,3
6,1406,794,3
17,1236,936,3
10,1436,1152,3
17,322,1240,3
18,482,660,3
23,500,674,3
2,1866,118,3
8,1772,508,3
16,408,1120,3
27,478,920,3
